v -0.068037 0.147523 0.040241 
v 0.031843 -0.517969 -0.004839 
v -0.072703 0.147495 0.020478 
v -0.074282 0.147584 -0.000075 
v 0.031843 -0.517969 -0.004839 
v -0.072713 0.147787 -0.020627 
v -0.060465 0.147668 0.058454 
v 0.031843 -0.517969 -0.004839 
v -0.068037 0.147523 0.040241 
v -0.050276 0.147923 0.074419 
v 0.031843 -0.517969 -0.004839 
v -0.060465 0.147668 0.058454 
v -0.037863 0.148280 0.087520 
v 0.031843 -0.517969 -0.004839 
v -0.050276 0.147923 0.074419 
v -0.023702 0.148724 0.097256 
v 0.031843 -0.517969 -0.004839 
v -0.037863 0.148280 0.087520 
v -0.008338 0.149238 0.103251 
v 0.031843 -0.517969 -0.004839 
v -0.023702 0.148724 0.097256 
v 0.007640 0.149802 0.105275 
v 0.031843 -0.517969 -0.004839 
v -0.008338 0.149238 0.103251 
v 0.023616 0.150396 0.103251 
v 0.031843 -0.517969 -0.004839 
v 0.007640 0.149802 0.105275 
v 0.038977 0.150995 0.097256 
v 0.031843 -0.517969 -0.004839 
v 0.023616 0.150396 0.103251 
v 0.053133 0.151578 0.087521 
v 0.031843 -0.517969 -0.004839 
v 0.038977 0.150995 0.097256 
v 0.065540 0.152121 0.074419 
v 0.031843 -0.517969 -0.004839 
v 0.053133 0.151578 0.087521 
v 0.075720 0.152603 0.058455 
v 0.031843 -0.517969 -0.004839 
v 0.065540 0.152121 0.074419 
v 0.083283 0.153007 0.040241 
v 0.031843 -0.517969 -0.004839 
v 0.075720 0.152603 0.058455 
v 0.087938 0.153317 0.020478 
v 0.031843 -0.517969 -0.004839 
v 0.083283 0.153007 0.040241 
v 0.089507 0.153520 -0.000075 
v 0.031843 -0.517969 -0.004839 
v 0.087938 0.153317 0.020478 
v 0.087928 0.153610 -0.020627 
v 0.031843 -0.517969 -0.004839 
v 0.089507 0.153520 -0.000075 
v 0.083262 0.153581 -0.040390 
v 0.031843 -0.517969 -0.004839 
v 0.087928 0.153610 -0.020627 
v 0.075690 0.153437 -0.058604 
v 0.031843 -0.517969 -0.004839 
v 0.083262 0.153581 -0.040390 
v 0.065501 0.153181 -0.074568 
v 0.031843 -0.517969 -0.004839 
v 0.075690 0.153437 -0.058604 
v 0.053088 0.152825 -0.087670 
v 0.031843 -0.517969 -0.004839 
v 0.065501 0.153181 -0.074568 
v 0.038927 0.152381 -0.097405 
v 0.031843 -0.517969 -0.004839 
v 0.053088 0.152825 -0.087670 
v 0.023563 0.151866 -0.103400 
v 0.031843 -0.517969 -0.004839 
v 0.038927 0.152381 -0.097405 
v 0.007585 0.151302 -0.105424 
v 0.031843 -0.517969 -0.004839 
v 0.023563 0.151866 -0.103400 
v -0.008391 0.150708 -0.103400 
v 0.031843 -0.517969 -0.004839 
v 0.007585 0.151302 -0.105424 
v -0.023752 0.150109 -0.097405 
v 0.031843 -0.517969 -0.004839 
v -0.008391 0.150708 -0.103400 
v -0.037908 0.149526 -0.087670 
v 0.031843 -0.517969 -0.004839 
v -0.023752 0.150109 -0.097405 
v -0.050315 0.148983 -0.074568 
v 0.031843 -0.517969 -0.004839 
v -0.037908 0.149526 -0.087670 
v -0.060495 0.148501 -0.058604 
v 0.031843 -0.517969 -0.004839 
v -0.050315 0.148983 -0.074568 
v -0.068058 0.148097 -0.040390 
v 0.031843 -0.517969 -0.004839 
v -0.060495 0.148501 -0.058604 
v -0.072703 0.147495 0.020478 
v 0.031843 -0.517969 -0.004839 
v -0.074282 0.147584 -0.000075 
v -0.072713 0.147787 -0.020627 
v 0.031843 -0.517969 -0.004839 
v -0.068058 0.148097 -0.040390 
v -0.074282 0.147584 -0.000075 
v -0.068037 0.147523 0.040241 
v -0.072703 0.147495 0.020478 
v -0.050276 0.147923 0.074419 
v -0.060465 0.147668 0.058454 
v -0.068037 0.147523 0.040241 
v -0.023702 0.148724 0.097256 
v -0.037863 0.148280 0.087520 
v -0.050276 0.147923 0.074419 
v 0.007640 0.149802 0.105275 
v -0.008338 0.149238 0.103251 
v -0.023702 0.148724 0.097256 
v 0.038977 0.150995 0.097256 
v 0.023616 0.150396 0.103251 
v 0.007640 0.149802 0.105275 
v 0.065540 0.152121 0.074419 
v 0.053133 0.151578 0.087521 
v 0.038977 0.150995 0.097256 
v 0.083283 0.153007 0.040241 
v 0.075720 0.152603 0.058455 
v 0.065540 0.152121 0.074419 
v 0.089507 0.153520 -0.000075 
v 0.087938 0.153317 0.020478 
v 0.083283 0.153007 0.040241 
v 0.083262 0.153581 -0.040390 
v 0.087928 0.153610 -0.020627 
v 0.089507 0.153520 -0.000075 
v 0.065501 0.153181 -0.074568 
v 0.075690 0.153437 -0.058604 
v 0.083262 0.153581 -0.040390 
v 0.038927 0.152381 -0.097405 
v 0.053088 0.152825 -0.087670 
v 0.065501 0.153181 -0.074568 
v 0.007585 0.151302 -0.105424 
v 0.023563 0.151866 -0.103400 
v 0.038927 0.152381 -0.097405 
v -0.023752 0.150109 -0.097405 
v -0.008391 0.150708 -0.103400 
v 0.007585 0.151302 -0.105424 
v -0.050315 0.148983 -0.074568 
v -0.037908 0.149526 -0.087670 
v -0.023752 0.150109 -0.097405 
v -0.068058 0.148097 -0.040390 
v -0.060495 0.148501 -0.058604 
v -0.050315 0.148983 -0.074568 
v -0.074282 0.147584 -0.000075 
v -0.072713 0.147787 -0.020627 
v -0.068058 0.148097 -0.040390 
v -0.074282 0.147584 -0.000075 
v -0.050276 0.147923 0.074419 
v -0.068037 0.147523 0.040241 
v 0.007640 0.149802 0.105275 
v -0.023702 0.148724 0.097256 
v -0.050276 0.147923 0.074419 
v 0.065540 0.152121 0.074419 
v 0.038977 0.150995 0.097256 
v 0.007640 0.149802 0.105275 
v 0.089507 0.153520 -0.000075 
v 0.083283 0.153007 0.040241 
v 0.065540 0.152121 0.074419 
v 0.065501 0.153181 -0.074568 
v 0.083262 0.153581 -0.040390 
v 0.089507 0.153520 -0.000075 
v 0.007585 0.151302 -0.105424 
v 0.038927 0.152381 -0.097405 
v 0.065501 0.153181 -0.074568 
v -0.050315 0.148983 -0.074568 
v -0.023752 0.150109 -0.097405 
v 0.007585 0.151302 -0.105424 
v -0.074282 0.147584 -0.000075 
v -0.068058 0.148097 -0.040390 
v -0.050315 0.148983 -0.074568 
v -0.074282 0.147584 -0.000075 
v 0.007640 0.149802 0.105275 
v -0.050276 0.147923 0.074419 
v 0.089507 0.153520 -0.000075 
v 0.065540 0.152121 0.074419 
v 0.007640 0.149802 0.105275 
v 0.007585 0.151302 -0.105424 
v 0.065501 0.153181 -0.074568 
v 0.089507 0.153520 -0.000075 
v -0.074282 0.147584 -0.000075 
v -0.050315 0.148983 -0.074568 
v 0.007585 0.151302 -0.105424 
v -0.074282 0.147584 -0.000075 
v 0.089507 0.153520 -0.000075 
v 0.007640 0.149802 0.105275 
v -0.074282 0.147584 -0.000075 
v 0.007585 0.151302 -0.105424 
v 0.089507 0.153520 -0.000075 
v 0.066652 0.091441 -0.045681 
v -0.039606 0.087589 -0.045681 
v -0.046109 0.267010 -0.045681 
v -0.046109 0.267010 -0.045681 
v 0.060149 0.270862 -0.045681 
v 0.066652 0.091441 -0.045681 
v 0.066652 0.091441 0.045681 
v 0.060149 0.270862 0.045681 
v -0.046109 0.267010 0.045681 
v -0.046109 0.267010 0.045681 
v -0.039606 0.087589 0.045681 
v 0.066652 0.091441 0.045681 
v 0.066652 0.091441 -0.045681 
v 0.066652 0.091441 0.045681 
v -0.039606 0.087589 0.045681 
v -0.039606 0.087589 0.045681 
v -0.039606 0.087589 -0.045681 
v 0.066652 0.091441 -0.045681 
v -0.039606 0.087589 -0.045681 
v -0.039606 0.087589 0.045681 
v -0.046109 0.267010 0.045681 
v -0.046109 0.267010 0.045681 
v -0.046109 0.267010 -0.045681 
v -0.039606 0.087589 -0.045681 
v -0.046109 0.267010 -0.045681 
v -0.046109 0.267010 0.045681 
v 0.060149 0.270862 0.045681 
v 0.060149 0.270862 0.045681 
v 0.060149 0.270862 -0.045681 
v -0.046109 0.267010 -0.045681 
v 0.066652 0.091441 0.045681 
v 0.066652 0.091441 -0.045681 
v 0.060149 0.270862 -0.045681 
v 0.060149 0.270862 -0.045681 
v 0.060149 0.270862 0.045681 
v 0.066652 0.091441 0.045681 
 



vt 1.0 1.0
vt 1.0 0.0
vt 0.0 0.0
vt 0.0 1.0

i 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221
